gender,ownhome,approval_senator2,partisan_identity,voted_president_party,protestantism_branch,has_child,religion,union_membership,religion_importance,approval_president,race_ethnicity,approval_governor,citizen,age,economy_retro,educ,approval_house_representative,church_attendance,employment_status,family_income,uninsured,no_immediate_family_served_military,state,year,union_membership_household,evangelical,approval_senator1,marital_status,interest_in_news,ideology,voted_general_election,registered_party,voted_senator_party,intention_house_representative_vote,registration_status,intention_to_vote,intention_president_vote,self_reported_turnout,intention_senator_vote,voted_house_representative_party,intention_governor_vote,voted_governor_party
Male,Rent,Disapprove / Somewhat Disapprove,Independent,Democratic,Baptist,Yes,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,48,Stayed about the same,4-Year,Disapprove / Somewhat Disapprove,Once a Week,Full-Time,80k - 100k,No,Yes,California,2014,union_hh,Yes,Disapprove / Somewhat Disapprove,Divorced,Most of the time,Moderate,No Record of Voting,No Record of Party Registration,,Democratic,No Record of Registration,"Yes, definitely",,Yes,,Democratic,Democratic,Democratic
Female,,Strongly Approve,Strong Republican,Did not Vote,Not protestant,No,Hindu,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,49,Gotten much worse,Post-Grad,Strongly Disapprove,More Than Once a Week,Full-Time,150k+,,No,West Virginia,2008,union_hh,No,Strongly Approve,Married,Most of the time,Conservative,Voted,,,Democratic,Active,,Democratic,,Democratic,,Democratic,
Male,Own,Disapprove / Somewhat Disapprove,Independent,Republican,Not protestant,Yes,Roman Catholic,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,38,Gotten better / somewhat better,Post-Grad,Approve / Somewhat Approve,Once a Week,Full-Time,150k+,No,Yes,Maryland,2014,union_hh,No,Disapprove / Somewhat Disapprove,Married,Most of the time,Moderate,Voted,No Record of Party Registration,,Democratic,Active,Undecided,,Yes,,Democratic,Republican,Republican
Male,Own,Approve / Somewhat Approve,Independent,Democratic,Nondenominational or Independent Church,Yes,Protestant,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,55,Stayed about the same,High School Graduate,Approve / Somewhat Approve,Once a Week,Full-Time,20k - 30k,No,Yes,Pennsylvania,2012,union_hh,Yes,Approve / Somewhat Approve,Married,Some of the time,Moderate,Voted,No Record of Party Registration,Democratic,,Active,"Yes, definitely",,Yes,Republican,Democratic,,
Female,Rent,Strongly Approve,Strong Republican,Democratic,Not protestant,Yes,Hindu,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,27,Gotten much better,Post-Grad,Strongly Approve,More Than Once a Week,Part-Time,50k - 60k,No,No,Florida,2014,union_hh,Yes,Strongly Approve,Married,Most of the time,Very Liberal,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,"Yes, definitely",,No,,,Republican,
Male,Rent,Disapprove / Somewhat Disapprove,Strong Republican,Republican,Not protestant,No,Nothing in Particular,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,28,Stayed about the same,Some College,Disapprove / Somewhat Disapprove,Once a Week,Student,30k - 40k,Yes,No,California,2014,union_hh,Yes,Disapprove / Somewhat Disapprove,Single / Never Married,Most of the time,Very Conservative,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,"Yes, definitely",,Yes,,Republican,Republican,Republican
Female,Rent,Approve / Somewhat Approve,Strong Democrat,Did not Vote,Not protestant,No,Roman Catholic,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,23,Gotten worse / somewhat worse,4-Year,Approve / Somewhat Approve,A Few Times a Year,Part-Time,40k - 50k,No,Yes,Maryland,2022,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Only now and then,Liberal,,,,Democratic,,Probably,,No,Democratic,,Republican,
Male,Rent,Approve / Somewhat Approve,Not Very Strong Democrat,Democratic,Not protestant,Yes,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Strongly Approve,Citizen,53,Gotten worse / somewhat worse,2-Year,Approve / Somewhat Approve,Once or Twice a Month,Full-Time,70k - 80k,No,Yes,California,2021,union_hh,Yes,Strongly Approve,Married,Most of the time,Moderate,,,,,,,,,,,,
Female,Rent,Strongly Disapprove,Strong Republican,Republican,Not protestant,No,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Strongly Approve,Citizen,61,Gotten better / somewhat better,4-Year,Approve / Somewhat Approve,A Few Times a Year,Full-Time,40k - 50k,Yes,Yes,Wisconsin,2018,union_hh,Yes,Strongly Approve,Domestic Partnership,Most of the time,Conservative,Voted,No Record of Party Registration,Republican,Republican,Active,"Yes, definitely",,Yes,Republican,Republican,Republican,Republican
Female,Other,Disapprove / Somewhat Disapprove,Lean Republican,Republican,Nondenominational or Independent Church,No,Protestant,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Never Heard / Not Sure,Citizen,24,Gotten better / somewhat better,Some College,Disapprove / Somewhat Disapprove,Once a Week,Student,Prefer not to say,No,Yes,Kansas,2019,union_hh,Yes,Disapprove / Somewhat Disapprove,Single / Never Married,Some of the time,Conservative,,,,,,,,,,,,
Female,Rent,Never Heard of this Person,Not Very Strong Democrat,,Not protestant,No,Buddhist,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,18,Stayed about the same,High School Graduate,Never Heard of this Person,A Few Times a Year,Student,20k - 30k,No,Yes,Oregon,2014,union_hh,No,Never Heard of this Person,Single / Never Married,Only now and then,Conservative,No Record of Voting,No Record of Party Registration,,,No Record of Registration,Probably,,,,,,
Female,Own,Approve / Somewhat Approve,Not Very Strong Republican,Republican,Not protestant,Yes,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,28,Stayed about the same,4-Year,Approve / Somewhat Approve,Once a Week,Full-Time,70k - 80k,No,Yes,Texas,2016,union_hh,No,Approve / Somewhat Approve,Married,Most of the time,Moderate,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,"Yes, definitely",Democratic,Yes,,Republican,,
Female,Rent,Approve / Somewhat Approve,Independent,Republican,Baptist,No,Protestant,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,57,Stayed about the same,High School Graduate,Approve / Somewhat Approve,Once a Week,Part-Time,10k - 20k,No,No,California,2014,union_hh,Yes,Approve / Somewhat Approve,Widowed,Some of the time,Moderate,Voted,No Record of Party Registration,,,Active,"Yes, definitely",,Yes,,Republican,,Republican
Male,Own,Disapprove / Somewhat Disapprove,Independent,Democratic,Not protestant,Yes,Muslim,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,53,Gotten much worse,4-Year,Strongly Approve,More Than Once a Week,Full-Time,150k+,No,Yes,New Jersey,2022,union_hh,No,Strongly Disapprove,Married,Most of the time,Conservative,,,,Democratic,,"Yes, definitely",,,,,,
Male,Own,Strongly Disapprove,Lean Republican,Republican,Church of Christ or Disciples of Christ,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,49,Gotten much worse,4-Year,Strongly Disapprove,Seldom,Full-Time,80k - 100k,No,No,Maryland,2022,union_hh,Yes,Strongly Disapprove,Married,Most of the time,Conservative,,,Republican,Republican,,"Yes, definitely",,Yes,Republican,Republican,Republican,Republican
Male,Own,Never Heard / Not Sure,Strong Democrat,Democratic,Not protestant,Yes,Nothing in Particular,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,27,Gotten worse / somewhat worse,2-Year,Never Heard / Not Sure,Never,Full-Time,30k - 40k,No,Yes,Nevada,2020,union_hh,No,Never Heard / Not Sure,Single / Never Married,Most of the time,Very Liberal,Voted,No Record of Party Registration,,Democratic,Active,"Yes, definitely",Democratic,Yes,,Democratic,,
Male,Own,Strongly Approve,Strong Republican,Other Candidate,Not protestant,No,Buddhist,union,Very Important,Never Heard / Not Sure,Asian,Strongly Approve,Citizen,42,Gotten much worse,No HS,Strongly Approve,A Few Times a Year,Student,150k+,No,Yes,New York,2022,union_hh,No,Strongly Approve,Single / Never Married,Most of the time,Very Conservative,,,Democratic,Democratic,,"Yes, definitely",,Yes,Democratic,Democratic,Democratic,Democratic
Female,,Never Heard / Not Sure,Not Very Strong Republican,Did not Vote,Not protestant,Yes,Roman Catholic,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,29,Gotten much worse,Post-Grad,Never Heard / Not Sure,More Than Once a Week,Homemaker,50k - 60k,,Yes,California,2008,union_hh,No,Never Heard / Not Sure,Married,Some of the time,Very Liberal,No Record of Voting,,,,No Record of Registration,,Republican,No,,,,
Female,,Never Heard / Not Sure,Not Very Strong Republican,Republican,Something Else,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Strongly Disapprove,Citizen,27,Gotten much worse,Some College,Never Heard / Not Sure,More Than Once a Week,Part-Time,70k - 80k,,Yes,California,2008,union_hh,Yes,Never Heard / Not Sure,Single / Never Married,Don't Know,Very Conservative,Voted,,,,Active,,,Yes,,Republican,,
Male,Own,Strongly Approve,Strong Democrat,Democratic,Presbyterian,No,Protestant,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,88,Gotten much worse,4-Year,Strongly Approve,Once or Twice a Month,Unemployed,120k - 150k,No,Yes,California,2022,union_hh,No,Strongly Approve,Married,Most of the time,Moderate,,,,Democratic,,"Yes, definitely",,No,Democratic,,Democratic,
Male,Rent,Approve / Somewhat Approve,Not Very Strong Republican,Republican,Something Else,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,27,Gotten much worse,Some College,Approve / Somewhat Approve,More Than Once a Week,Full-Time,50k - 60k,No,No,Nebraska,2012,union_hh,Yes,Approve / Somewhat Approve,Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,Republican,Republican,No Record of Registration,"Yes, definitely",Republican,Yes,Republican,Republican,,
Female,Rent,Never Heard / Not Sure,Independent,Did not Vote,Not protestant,No,Muslim,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Non-Citizen,28,Gotten worse / somewhat worse,Post-Grad,Never Heard / Not Sure,A Few Times a Year,Full-Time,50k - 60k,No,Yes,Illinois,2021,union_hh,No,Never Heard / Not Sure,Single / Never Married,Some of the time,Liberal,,,,,,,,,,,,
Female,Rent,Never Heard / Not Sure,Independent,,Not protestant,No,Roman Catholic,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,24,Stayed about the same,High School Graduate,Never Heard / Not Sure,A Few Times a Year,Student,40k - 50k,No,Yes,California,2016,union_hh,No,Never Heard / Not Sure,Single / Never Married,Only now and then,Moderate,No Record of Voting,No Record of Party Registration,,,Unregistered,No,Democratic,,,,,
Female,Own,Approve / Somewhat Approve,Not Very Strong Democrat,Did not Vote,Not protestant,Yes,Hindu,union,Very Important,Strongly Approve,Asian,Strongly Approve,Non-Citizen,33,Gotten better / somewhat better,Post-Grad,Approve / Somewhat Approve,Seldom,Homemaker,80k - 100k,No,Yes,California,2010,union_hh,No,Approve / Somewhat Approve,Married,Some of the time,Moderate,No Record of Voting,,,,No Record of Registration,,,No,,,,
Male,Rent,Strongly Approve,Strong Democrat,Democratic,Nondenominational or Independent Church,No,Protestant,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,39,Gotten much better,Some College,Strongly Approve,Once a Week,Full-Time,50k - 60k,No,No,Hawaii,2016,union_hh,Yes,Strongly Approve,Domestic Partnership,Only now and then,Liberal,No Record of Voting,No Record of Party Registration,Democratic,Democratic,No Record of Registration,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Female,Rent,,Not Very Strong Democrat,Democratic,Not protestant,No,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,20,Gotten worse / somewhat worse,Some College,,Once a Week,Student,80k - 100k,No,Yes,Florida,2011,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Only now and then,Liberal,,,,,,,,,,,,
Female,Own,Strongly Disapprove,Strong Republican,Republican,Not protestant,Yes,Roman Catholic,union,Very Important,Strongly Approve,Asian,Strongly Disapprove,Citizen,34,Stayed about the same,High School Graduate,Never Heard / Not Sure,Once or Twice a Month,Homemaker,20k - 30k,No,Yes,California,2020,union_hh,No,Strongly Disapprove,Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,"Yes, definitely",Republican,Yes,,Republican,,
Female,Rent,Strongly Disapprove,Lean Democrat,Democratic,Not protestant,No,Muslim,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,24,Stayed about the same,4-Year,Never Heard of this Person,Once a Week,Part-Time,50k - 60k,Yes,Yes,Texas,2014,union_hh,No,Strongly Disapprove,Single / Never Married,Most of the time,Moderate,No Record of Voting,No Record of Party Registration,Democratic,Democratic,No Record of Registration,Plan to vote early,,Yes,Democratic,Democratic,Democratic,Democratic
Female,Rent,Approve / Somewhat Approve,Independent,Democratic,Not protestant,No,Muslim,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Never Heard / Not Sure,Citizen,26,Gotten worse / somewhat worse,4-Year,Approve / Somewhat Approve,Once a Week,Full-Time,60k - 70k,No,Yes,New Jersey,2022,union_hh,No,Never Heard / Not Sure,Married,Some of the time,Moderate,,,,Democratic,,Undecided,,No,,,,
Female,Other,Approve / Somewhat Approve,Independent,,Not protestant,No,Nothing in Particular,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,30,Gotten better / somewhat better,High School Graduate,Approve / Somewhat Approve,A Few Times a Year,Full-Time,100k - 120k,No,Yes,California,2020,union_hh,Yes,Approve / Somewhat Approve,Single / Never Married,Only now and then,Conservative,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,No,Republican,,,,,
Male,Own,Strongly Approve,Not Very Strong Republican,Republican,Not protestant,Yes,Nothing in Particular,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,49,Stayed about the same,4-Year,Disapprove / Somewhat Disapprove,A Few Times a Year,Full-Time,150k+,No,No,Texas,2016,union_hh,No,Disapprove / Somewhat Disapprove,Married,Some of the time,Moderate,No Record of Voting,No Record of Party Registration,,,No Record of Registration,"Yes, definitely",,Yes,,Republican,,
Male,Rent,Disapprove / Somewhat Disapprove,Independent,Democratic,Presbyterian,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,19,Gotten much worse,Some College,Disapprove / Somewhat Disapprove,More Than Once a Week,Student,70k - 80k,No,Yes,Pennsylvania,2011,union_hh,Yes,Disapprove / Somewhat Disapprove,Single / Never Married,Hardly at all,Moderate,,,,,,,,,,,,
Female,Rent,Never Heard of this Person,Not Very Strong Democrat,,Not protestant,No,Mormon,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,26,Stayed about the same,Post-Grad,Never Heard of this Person,More Than Once a Week,Full-Time,10k - 20k,No,No,California,2018,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Only now and then,Liberal,No Record of Voting,No Record of Party Registration,,,Dropped,No,,,,,,
Male,Own,Strongly Disapprove,Lean Republican,,Presbyterian,No,Protestant,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,33,Stayed about the same,Post-Grad,Strongly Disapprove,Once a Week,Full-Time,150k+,No,Yes,California,2016,union_hh,No,Strongly Disapprove,Single / Never Married,Some of the time,Moderate,Voted,No Record of Party Registration,,Republican,Active,"Yes, definitely",Democratic,,,,,
Female,Rent,Approve / Somewhat Approve,Lean Democrat,Democratic,Not protestant,Yes,Muslim,union,Very Important,Strongly Disapprove,Asian,Strongly Approve,Citizen,45,Gotten much worse,4-Year,Never Heard / Not Sure,A Few Times a Year,Homemaker,30k - 40k,No,Yes,New York,2020,union_hh,No,Approve / Somewhat Approve,Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,,Democratic,Unregistered,"Yes, definitely",Democratic,Yes,,Democratic,,
Male,Rent,Strongly Approve,Not Very Strong Democrat,Democratic,Presbyterian,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,24,Gotten much worse,4-Year,Never Heard / Not Sure,Once a Week,Student,120k - 150k,No,Yes,California,2020,union_hh,Yes,Approve / Somewhat Approve,Single / Never Married,Most of the time,Liberal,No Record of Voting,No Record of Party Registration,,Democratic,Active,"Yes, definitely",Democratic,Yes,,Democratic,,
Female,Own,Strongly Disapprove,Lean Republican,Republican,Church of Christ or Disciples of Christ,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,46,Gotten much worse,4-Year,Strongly Disapprove,Seldom,Full-Time,80k - 100k,No,Yes,Maryland,2022,union_hh,Yes,Strongly Disapprove,Married,Only now and then,Conservative,,,Republican,Republican,,"Yes, definitely",,Yes,Republican,Republican,Republican,Republican
